,address,ageLimit,area,avg,community,decoration,district,floor,street,sum,tag,title,type,url,years
3208,御水路,70年,105㎡,9047                    元/平,恒大山水城,精装修,镇海,中层/共17层,骆驼,95万,"['满五唯一', '04-17', '0人已浏览']",恒大山水城 现房 105户型 三房朝南户型 现房 本人多套户,3室2厅1卫,http://nb.58.com/ershoufang/32844184753579x.shtml,2017年建
3209,镇海大道,70年,139㎡,15467                    元/平,世博花园,毛坯,镇海,高层/共20层,骆驼,215万,"['满二唯一', '05-06', '0人已浏览']",世博花园（楼层好）（采光好）（视野好）地段繁华钥匙在手随时看,3室2厅2卫,http://nb.58.com/ershoufang/33995683510221x.shtml,2012年建
3210,通园北路199号,70年,118.9㎡,14465                    元/平,小骆花园,精装修,镇海,高层/共6层,骆驼,172万,"['满五唯一', '05-09', '0人已浏览']",小骆花园118.9平方3室 精装 赠送全新家具 急售,3室2厅2卫,http://nb.58.com/ershoufang/34026927985983x.shtml,2010年建
3211,金悦路67号,70年,78㎡,16153                    元/平,金邑华庭,精装修,镇海,中层/共17层,骆驼,126万,"['满两年', '05-03', '0人已浏览']",金邑华庭二室二厅一卫，精装修，拎包入住，随时可以看房,2室1厅1卫,http://nb.58.com/ershoufang/33860354290620x.shtml,2012年建
3212,慈海南路,70年,50㎡,14400                    元/平,万宝公馆,豪华装修,镇海,中层/共28层,骆驼,72万,"['05-12', '0人已浏览']",万宝公馆 豪装 50平72万 领包住 楼层很赞,1室1厅1卫,http://nb.58.com/ershoufang/34060049960629x.shtml,2016年建
3213,骆西路1号,40年,95㎡,8947                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,85万,"['满二唯一', '05-13', '0人已浏览']",利时广场旁 镇海骆驼3号线地铁口旁90平复式 可做7房,3室2厅2卫,http://nb.58.com/ershoufang/34070645686060x.shtml,2015年建
3214,永平西路318号,70年,128㎡,20937                    元/平,保亿风景御园,豪华装修,镇海,高层/共11层,骆驼,268万,"['04-21', '0人已浏览']",风景御园使用面积131平豪装拎包入住,4室2厅2卫,http://nb.58.com/ershoufang/32877751482053x.shtml,2016年建
3215,骆西路1号,40年,95㎡,8947                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,85万,"['唯一住房', '新上房源', '2天前', '0人已浏览']",利时爱丁堡 镇海骆驼三号线旁利时广场上自住和理财不二选择,3室2厅2卫,http://nb.58.com/ershoufang/34103524627660x.shtml,2017年建
3216,路下徐村路,70年,122㎡,9016                    元/平,九龙家苑三期,毛坯,镇海,高层/共18层,骆驼,110万,"['满两年', '新上房源', '2天前', '0人已浏览']",九龙家苑 三期 122平方 110万 白坯楼层佳,3室2厅2卫,http://nb.58.com/ershoufang/34103538463030x.shtml,2017年建
3217,金悦路67号,70年,120.5㎡,13029                    元/平,金邑华庭,毛坯,镇海,中层/共16层,骆驼,157万,"['满二唯一', '05-10', '0人已浏览']",金邑华庭中间楼层西边套！ 视野开阔 户型规整！,3室1厅1卫,http://nb.58.com/ershoufang/34040539252147x.shtml,2014年建
3218,"骆兴西路,近东邑北路",70年,98㎡,14285                    元/平,骆兴家园二期,精装修,镇海,高层/共6层,骆驼,140万,"['2天前', '0人已浏览']",骆兴家园 婚装大三房 楼层佳 边套 南北通透 诚意出售,3室2厅1卫,http://nb.58.com/ershoufang/33440236271686x.shtml,2015年建
3219,慈海南路,40年,55㎡,8000                    元/平,万宝公馆,精装修,镇海,中层/共10层,骆驼,44万,"['唯一住房', '05-14', '0人已浏览']",欢乐颂L+ 瑞丰商博城旁低总价精装公寓可包租可自住,1室1厅1卫,http://nb.58.com/ershoufang/34082466051386x.shtml,2017年建
3220,永平西路318号,70年,98㎡,13775                    元/平,保亿风景御园,毛坯,镇海,中层/共11层,骆驼,135万,"['满二唯一', '05-07', '0人已浏览']",镇海保亿风景御园3室2厅132不包营业税,3室2厅2卫,http://nb.58.com/ershoufang/34004859936322x.shtml,2016年建
3221,骆西路1号,70年,50㎡,7000                    元/平,利时爱丁堡,简单装修,镇海,中层/共11层,骆驼,35万,"['05-14', '0人已浏览']",利时广场利时爱丁堡 统一精装修，带阳台，随时b看房,1室1厅1卫,http://nb.58.com/ershoufang/34085787800508x.shtml,2000年建
3222,御水路,70年,83㎡,10240                    元/平,恒大山水城,精装修,镇海,高层/共18层,骆驼,85万,"['04-22', '0人已浏览']",恒大山水城83平方精装,2室2厅1卫,http://nb.58.com/ershoufang/33397295203648x.shtml,2016年建
3223,金悦路67号,70年,120.5㎡,10954                    元/平,金邑华庭,毛坯,镇海,中层/共18层,骆驼,132万,"['满两年', '04-30', '0人已浏览']",房源不多啦！性价比高，看上的老板直接来电问询，手慢无！,3室2厅1卫,http://nb.58.com/ershoufang/33307979217834x.shtml,2010年建
3224,御水路,70年,83㎡,10843                    元/平,恒大山水城,精装修,镇海,中层/共18层,骆驼,90万,"['满两年', '04-21', '0人已浏览']",房源不多啦！性价比高，看上的老板直接来电问询，手慢无！,2室2厅1卫,http://nb.58.com/ershoufang/33330354747437x.shtml,2017年建
3225,永平西路333号,70年,196㎡,21836                    元/平,保利城3期,毛坯,镇海,共2层,骆驼,428万,"['04-17', '0人已浏览']",保利城三期下叠，送两个产权车位，送花园地下室，小区中庭位置！,4室2厅2卫,http://nb.58.com/ershoufang/33561829587761x.shtml,2016年建
3226,"镇海大道,慈海南路",70年,170㎡,15588                    元/平,绿城桂花园,豪华装修,镇海,高层/共9层,骆驼,265万,"['05-08', '0人已浏览']",镇海新城 绿城桂花园 豪华装修 40平大露台 房东诚心出售,3室2厅2卫,http://nb.58.com/ershoufang/34017218958150x.shtml,2010年建
3227,慈海南路,70年,87㎡,16091                    元/平,盛世华庭,精装修,镇海,高层/共18层,骆驼,140万,"['满两年', '05-09', '0人已浏览']",盛世华庭87平方米精装修140万元,2室2厅1卫,http://nb.58.com/ershoufang/34026878733632x.shtml,2016年建
3228,慈海北路47号,40年,55㎡,16363                    元/平,红星国际广场,毛坯,镇海,共1层,骆驼,90万,"['满两年', '04-24', '0人已浏览']",红星国际城 沿街商铺现铺出售 地铁口 ，来电有优惠！,1室1厅1卫,http://nb.58.com/ershoufang/33661331874254x.shtml,2017年建
3229,金华北路238号,70年,102㎡,13725                    元/平,金邑水岸,精装修,镇海,低层/共6层,骆驼,140万,"['满二唯一', '04-27', '0人已浏览']",金邑水岸 102平 好位置好楼层 房东诚心出售,3室2厅1卫,http://nb.58.com/ershoufang/33584301594803x.shtml,2013年建
3230,慈海北路47号,70年,118㎡,11101                    元/平,红星国际广场,毛坯,镇海,高层/共33层,骆驼,131万,"['04-26', '0人已浏览']",红星国际广场 116平 毛坯 130万 高层 视野,3室2厅2卫,http://nb.58.com/ershoufang/33343779078082x.shtml,2017年建
3231,镇海大道,70年,100㎡,18500                    元/平,中梁首府,精装修,镇海,低层/共12层,骆驼,185万,"['05-03', '0人已浏览']",中梁100平精装185万,3室2厅1卫,http://nb.58.com/ershoufang/33959273813957x.shtml,2017年建
3232,骆西路1号,40年,74㎡,9459                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,70万,"['05-13', '0人已浏览']",真正的幸福时代 买74得148平 骆驼中心地铁口,2室2厅2卫,http://nb.58.com/ershoufang/34076384172613x.shtml,2017年建
3233,慈海北路47号,40年,55㎡,8000                    元/平,红星国际广场,精装修,镇海,中层/共10层,骆驼,44万,"['05-02', '0人已浏览']",镇海新城欢乐颂L，51特惠，仅剩几套，先到先得！,2室2厅1卫,http://nb.58.com/ershoufang/33952160639439x.shtml,2018年建
3234,骆西路1号,40年,95㎡,9789                    元/平,利时爱丁堡,毛坯,镇海,高层/共13层,骆驼,93万,"['满两年', '05-08', '0人已浏览']",镇海利时广场复式现房 三种挑高任您选 大户型复式三房,3室2厅2卫,http://nb.58.com/ershoufang/34017975814348x.shtml,2016年建
3235,慈海南路28号,40年,60㎡,8000                    元/平,万宝城,精装修,镇海,中层/共10层,骆驼,48万,"['满二唯一', '05-02', '0人已浏览']",瑞丰公馆 利时广场旁边精装修房子,1室1厅1卫,http://nb.58.com/ershoufang/33955011575478x.shtml,2014年建
3236,慈海南路28号,40年,90㎡,8000                    元/平,万宝城,精装修,镇海,高层/共10层,骆驼,72万,"['满二唯一', '05-02', '0人已浏览']",镇海欢乐颂L+精装修的住房单价8000每平方,3室2厅1卫,http://nb.58.com/ershoufang/33950069590463x.shtml,2014年建
3237,慈海南路28号,40年,120㎡,8083                    元/平,万宝城,精装修,镇海,高层/共10层,骆驼,97万,"['满二唯一', '05-10', '0人已浏览']",三号线地铁房首付只需要三四十万 无任何中 介费欢乐颂L+,4室2厅1卫,http://nb.58.com/ershoufang/33952082070577x.shtml,2014年建
3238,慈海南路,70年,35.55㎡,9704                    元/平,万宝公馆,精装修,镇海,高层/共8层,骆驼,34.5万,"['04-24', '0人已浏览']",宁波3号线地铁直达 精装公寓 3.6米层高 超高性价比,1室2厅1卫,http://nb.58.com/ershoufang/33325096879044x.shtml,2015年建
3239,慈海南路,40年,110.39㎡,8198                    元/平,万宝公馆,简单装修,镇海,中层/共10层,骆驼,90.5万,"['04-21', '0人已浏览']",售楼处特价房 镇海欢乐颂 万宝城旁 超高性价比,3室2厅1卫,http://nb.58.com/ershoufang/33325168262828x.shtml,2018年建
3240,永平西路318号,70年,105㎡,17333                    元/平,保亿风景御园,精装修,镇海,高层/共18层,骆驼,182万,"['05-14', '0人已浏览']",风景御园105平纯毛坯182万,3室2厅2卫,http://nb.58.com/ershoufang/34085155282870x.shtml,2015年建
3241,通园北路199号,70年,72㎡,11111                    元/平,小骆花园,毛坯,镇海,低层/共11层,骆驼,80万,"['满两年', '5小时前', '0人已浏览']",稀 缺小面积 户型正 仅此一套 看房方便,2室2厅1卫,http://nb.58.com/ershoufang/33473837977395x.shtml,2010年建
3242,"骆兴西路,近西大河北路",70年,120㎡,13333                    元/平,骆兴家园一期,精装修,镇海,低层/共6层,骆驼,160万,"['满五唯一', '04-18', '0人已浏览']",骆兴一期 120平方 南北通透 精装修 急售160万 赠车棚,3室2厅2卫,http://nb.58.com/ershoufang/33797140571984x.shtml,2011年建
3243,慈海南路,40年,55㎡,8727                    元/平,万宝公馆,精装修,镇海,高层/共8层,骆驼,48万,"['满二唯一', '05-13', '0人已浏览']",瑞丰公馆 小面积精装公寓 可投姿可自住 年收益7个点,1室1厅1卫,http://nb.58.com/ershoufang/34030713615046x.shtml,2017年建
3244,骆兴西路588号,70年,245㎡,17551                    元/平,保亿丽景英郡(别墅),毛坯,镇海,共5层,骆驼,430万,"['满五唯一', '05-05', '0人已浏览']",丽景英郡温莎堡别墅245平产共5层400平毛坯出售430万,6室3厅3卫,http://nb.58.com/ershoufang/31616352193740x.shtml,2012年建
3245,永平西路318号,70年,124㎡,18145                    元/平,保亿风景御园,精装修,镇海,低层/共11层,骆驼,225万,"['唯一住房', '05-03', '0人已浏览']",风景御园 124平可做四房 精装 拎包入住225万全送,3室2厅2卫,http://nb.58.com/ershoufang/33962748435022x.shtml,2016年建
3246,金悦路67号,70年,120㎡,13333                    元/平,金邑华庭,毛坯,镇海,中层/共18层,骆驼,160万,"['满两年', '05-06', '0人已浏览']",金邑华庭中间楼层采光好性价比高只卖,3室2厅2卫,http://nb.58.com/ershoufang/33997255907524x.shtml,2014年建
3247,骆西路1号,40年,96㎡,6250                    元/平,利时爱丁堡,毛坯,镇海,中层/共18层,骆驼,60万,"['04-27', '0人已浏览']",利时广场商住两用三室一厅房东诚心出售。,3室1厅1卫,http://nb.58.com/ershoufang/33439860568637x.shtml,2013年建
3248,永平西路318号,70年,98㎡,17346                    元/平,保亿风景御园,毛坯,镇海,中层/共11层,骆驼,170万,"['04-25', '0人已浏览']",风景御园3室一厅一厨二卫，黄金楼层！98平 170万,3室2厅2卫,http://nb.58.com/ershoufang/33874335733164x.shtml,2015年建
3249,骆西路1号,40年,90㎡,11111                    元/平,利时爱丁堡,毛坯,镇海,高层/共8层,骆驼,100万,"['满二唯一', '05-08', '0人已浏览']",利时广场旁 总价100万 可做（7房） 出租性价比超高,7室2厅2卫,http://nb.58.com/ershoufang/33851527835974x.shtml,2016年建
3250,骆西路1号,40年,95㎡,9894                    元/平,利时爱丁堡,毛坯,镇海,高层/共24层,骆驼,94万,"['满二唯一', '05-11', '0人已浏览']",利时广场5.2米超高复式一层价格享两层利时幸福时代,4室2厅2卫,http://nb.58.com/ershoufang/34042356132655x.shtml,2016年建
3251,永平西路777号,70年,138㎡,16304                    元/平,保利城1期,毛坯,镇海,中层/共11层,骆驼,225万,"['满两年', '05-07', '0人已浏览']",保利城1期 138平方 225万 3房2厅2卫,3室2厅2卫,http://nb.58.com/ershoufang/33751991517126x.shtml,2014年建
3252,镇骆西路670号,70年,65㎡,14615                    元/平,东邑阳光,毛坯,镇海,高层/共18层,骆驼,95万,"['05-04', '0人已浏览']",东邑阳光中层65平方米毛坯房卖95万,2室1厅1卫,http://nb.58.com/ershoufang/33976029767593x.shtml,2013年建
3253,九龙大道,70年,108㎡,7685                    元/平,九龙家苑四期,毛坯,镇海,中层/共11层,骆驼,83万,"['满五唯一', '05-04', '0人已浏览']",九龙家园四期 新小区 现房 无税 欢迎致电询问 多套房源,3室2厅1卫,http://nb.58.com/ershoufang/32093057388363x.shtml,2017年建
3254,永平西路318号,70年,123㎡,15853                    元/平,保亿风景御园,毛坯,镇海,中层/共10层,骆驼,195万,"['04-19', '0人已浏览']",风景御苑123平195万，中庭好楼层,4室2厅2卫,http://nb.58.com/ershoufang/33563580353082x.shtml,2016年建
3255,通园北路199号,70年,97㎡,13195                    元/平,小骆花园,精装修,镇海,共5层,骆驼,128万,"['满五唯一', '04-17', '0人已浏览']",小骆花园97平128万！新出房源！本周必卖！,2室2厅1卫,http://nb.58.com/ershoufang/33785348508484x.shtml,2010年建
3256,御水路,70年,125㎡,9200                    元/平,恒大山水城,简单装修,镇海,高层/共19层,骆驼,115万,"['04-27', '0人已浏览']",恒大山水城 位置相当好,3室2厅2卫,http://nb.58.com/ershoufang/33221512818760x.shtml,2016年建
3257,慈海南路28号,40年,35㎡,8857                    元/平,万宝城,精装修,镇海,中层/共10层,骆驼,31万,"['唯一住房', '05-04', '0人已浏览']",镇海地铁口 万宝城精装修 开发商直售包租包管理 无忧托管！,1室1厅1卫,http://nb.58.com/ershoufang/33341000395599x.shtml,2014年建
3258,路下徐村路,70年,92㎡,9565                    元/平,九龙家苑三期,毛坯,镇海,高层/共12层,骆驼,88万,"['满两年', '05-05', '0人已浏览']",九龙家苑三期92平方无税急抛88万啦南北通风,3室2厅1卫,http://nb.58.com/ershoufang/33984905370542x.shtml,2016年建
3259,永平西路318号,70年,98㎡,16836                    元/平,保亿风景御园,毛坯,镇海,低层/共18层,骆驼,165万,"['唯一住房', '04-26', '0人已浏览']",风景御园98平方 楼层位置好,3室2厅2卫,http://nb.58.com/ershoufang/33883451703865x.shtml,2016年建
3260,郎家坪,70年,135㎡,15407                    元/平,春漫里(别墅),毛坯,镇海,共2层,骆驼,208万,"['04-24', '0人已浏览']",春漫里联排别墅中间套特价出售135平，实用面积260平米。,6室3厅3卫,http://nb.58.com/ershoufang/33827123437745x.shtml,2015年建
3261,慈海北路47号,70年,118㎡,12881                    元/平,红星国际广场,毛坯,镇海,中层/共31层,骆驼,152万,"['04-26', '0人已浏览']",红星国际118平方全新毛坯房，房东诚意出售，欢迎随时来电看房,3室2厅1卫,http://nb.58.com/ershoufang/33553200564552x.shtml,2016年建
3262,骆西路1号,40年,108㎡,8796                    元/平,利时爱丁堡,毛坯,镇海,中层/共19层,骆驼,95万,"['满五唯一', '新上房源', '1天前', '0人已浏览']",利时爱丁堡 95万买180平复式现房，买，1层得，两层，值,2室2厅2卫,http://nb.58.com/ershoufang/34108699622828x.shtml,2018年建
3263,九龙大道,70年,108.24㎡,9238                    元/平,九龙家苑四期,毛坯,镇海,中层/共11层,骆驼,100万,"['1天前', '0人已浏览']",九龙家苑3室2厅1卫无营业税毛坯房东诚心出售,3室2厅1卫,http://nb.58.com/ershoufang/33831027012301x.shtml,2018年建
3264,御水路,70年,129.12㎡,10068                    元/平,恒大山水城,精装修,镇海,中层/共18层,骆驼,130万,"['新上房源', '1天前', '0人已浏览']",恒大山水城129.12精装修售价130万送全新家具未住过,3室2厅2卫,http://nb.58.com/ershoufang/34106982913206x.shtml,2017年建
3265,御水路,70年,103㎡,11747                    元/平,恒大山水城,精装修,镇海,低层/共18层,骆驼,121万,"['唯一住房', '新上房源', '2天前', '0人已浏览']",恒大山水城 105平方 南北通透 西苑 精装售121万,3室2厅1卫,http://nb.58.com/ershoufang/34105897009355x.shtml,2013年建
3266,金华北路238号,70年,117㎡,12820                    元/平,金邑水岸,精装修,镇海,高层/共9层,骆驼,150万,"['05-01', '0人已浏览']",金邑水岸117平，东首好楼层，精装送车棚，150万,3室2厅2卫,http://nb.58.com/ershoufang/32511635396688x.shtml,2008年建
3267,御水路,70年,103㎡,13106                    元/平,恒大山水城,精装修,镇海,低层/共18层,骆驼,135万,"['满两年', '04-25', '0人已浏览']",恒大山水城二期105平精装急抛 楼层好 读书落户优选,3室2厅1卫,http://nb.58.com/ershoufang/33873812444223x.shtml,2017年建
3268,慈海南路28号,40年,114㎡,8859                    元/平,万宝城,精装修,镇海,中层/共10层,骆驼,101万,"['满二唯一', '05-13', '0人已浏览']",万宝公馆3室2厅精装现房，包租5年，年租金1600到2300,2室1厅1卫,http://nb.58.com/ershoufang/32723182943148x.shtml,2016年建
3269,永平西路333号,70年,103㎡,18349                    元/平,保利城3期,豪华装修,镇海,中层/共11层,骆驼,189万,"['满两年', '05-02', '0人已浏览']",保利城3期全新豪装新房源无营业税心动不如行动楼层佳,3室2厅1卫,http://nb.58.com/ershoufang/33545450965324x.shtml,2015年建
3270,慈海南路,40年,80㎡,8250                    元/平,万宝公馆,精装修,镇海,高层/共8层,骆驼,66万,"['唯一住房', '新上房源', '2天前', '0人已浏览']",万宝城旁 瑞丰欢乐颂 精装公寓 包租5年 年收益7个点,2室1厅1卫,http://nb.58.com/ershoufang/34103558046648x.shtml,2018年建
3271,永平西路777号,70年,196㎡,22193                    元/平,保利城1期,毛坯,镇海,共4层,骆驼,435万,"['05-06', '0人已浏览']",保利3期叠排1楼连2楼196毛坯带后花园诚心出435万,5室2厅3卫,http://nb.58.com/ershoufang/31156806139322x.shtml,2016年建
3272,骆西路1号,40年,45㎡,8000                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,36万,"['满二唯一', '05-08', '0人已浏览']",售楼处 镇海利时广场稀却公寓爱丁堡 配套成熟临近地铁,1室2厅1卫,http://nb.58.com/ershoufang/34017943441466x.shtml,2017年建
3273,骆西路1号,70年,95㎡,9368                    元/平,利时爱丁堡,精装修,镇海,高层/共10层,骆驼,89万,"['05-15', '0人已浏览']",利时广场爱丁堡公寓户型37112平，跳高4.5米，创意空间,4室2厅2卫,http://nb.58.com/ershoufang/34091922846249x.shtml,2018年建
3274,慈海南路,40年,55㎡,8000                    元/平,万宝公馆,精装修,镇海,高层/共10层,骆驼,44万,"['唯一住房', '05-14', '0人已浏览']",欢乐颂L+》镇海骆驼地铁口旁精装现房，低总价、带商圈、租金高,1室1厅1卫,http://nb.58.com/ershoufang/34082496278842x.shtml,2017年建
3275,御水路,70年,74㎡,7972                    元/平,恒大山水城,毛坯,镇海,高层/共18层,骆驼,59万,"['满五唯一', '04-27', '0人已浏览']",镇海九龙湖云顶低总价户型方正绿化高价格实惠投姿自住优选快来抢,3室2厅1卫,http://nb.58.com/ershoufang/33894014708915x.shtml,2018年建
3276,通园北路199号,70年,99㎡,13636                    元/平,小骆花园,精装修,镇海,中层/共11层,骆驼,135万,"['04-28', '0人已浏览']",小骆花园99平精装修大三房只要135万！黄金楼层,3室2厅1卫,http://nb.58.com/ershoufang/33904476669901x.shtml,2010年建
3277,金悦路67号,70年,120㎡,12083                    元/平,金邑华庭,毛坯,镇海,高层/共18层,骆驼,145万,"['满五年', '04-21', '0人已浏览']",房源不多啦！性价比高，看上的老板直接来电问询，手慢无！,3室2厅1卫,http://nb.58.com/ershoufang/33329927617844x.shtml,2010年建
3278,御水路,70年,110.9㎡,11451                    元/平,恒大山水城,精装修,镇海,高层/共18层,骆驼,127万,"['满两年', '05-03', '0人已浏览']",恒大山水城110.9平方精装修售价127万家具家电全送,3室2厅2卫,http://nb.58.com/ershoufang/33961310043309x.shtml,2016年建
3279,慈海南路557号,40年,60㎡,11000                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,66万,"['满二唯一', '04-25', '0人已浏览']",上城印象：区政府旁！豪华装修！地铁口！家具家电全送！！,2室2厅1卫,http://nb.58.com/ershoufang/33874341543616x.shtml,2016年建
3280,通园北路199号,70年,118㎡,14576                    元/平,小骆花园,精装修,镇海,中层/共6层,骆驼,172万,"['满二唯一', '04-28', '0人已浏览']",小骆花园118平精装 全新未入住 家具家电全送 看房方便,3室2厅2卫,http://nb.58.com/ershoufang/33905140510416x.shtml,2012年建
3281,金悦路67号,70年,120㎡,11666                    元/平,金邑华庭,精装修,镇海,中层/共13层,骆驼,140万,"['满五年', '04-12', '0人已浏览']",金邑华庭，三房二厅中层，南北通透，采光好东首，就读中心小学,3室2厅2卫,http://nb.58.com/ershoufang/33730416816685x.shtml,2013年建
3282,骆兴西路588号,70年,85㎡,17882                    元/平,保亿丽景英郡,精装修,镇海,高层/共18层,骆驼,152万,"['满两年', '05-11', '0人已浏览']",房东置换大房子，诚心出售,2室2厅1卫,http://nb.58.com/ershoufang/34053726021199x.shtml,2015年建
3283,金悦路67号,70年,120.5㎡,12448                    元/平,金邑华庭,毛坯,镇海,中层/共18层,骆驼,150万,"['满五年', '04-21', '0人已浏览']",性价比太高了，还没找到合适房子的老板，赶紧下手了！！,3室2厅1卫,http://nb.58.com/ershoufang/33540748038441x.shtml,2012年建
3284,永平西路777号,70年,109㎡,14220                    元/平,保利城1期,毛坯,镇海,中层/共14层,骆驼,155万,"['04-27', '0人已浏览']",保利城109平东首特色房源楼层高位置好155万随时看房,3室2厅2卫,http://nb.58.com/ershoufang/30255577061440x.shtml,2013年建
3285,九龙大道,70年,96㎡,8541                    元/平,九龙家苑四期,毛坯,镇海,中层/共11层,骆驼,82万,"['满两年', '04-26', '0人已浏览']",繁华地段无营业税96平方米82万元,3室2厅1卫,http://nb.58.com/ershoufang/25361791219765x.shtml,2017年建
3286,"镇海大道,慈海南路",70年,89㎡,14606                    元/平,骆城华苑,毛坯,镇海,高层/共18层,骆驼,130万,"['满二唯一', '3小时前', '0人已浏览']",骆城华苑89平毛坯，房东诚意售130万,2室2厅1卫,http://nb.58.com/ershoufang/33628766494633x.shtml,2016年建
3287,慈海南路557号,40年,60㎡,14500                    元/平,上城印象,毛坯,镇海,共3层,骆驼,87万,"['满二唯一', '05-01', '0人已浏览']",《上城印象》租铺供房东，不如买铺做房东！年汇报率8个点包租包,1室0厅0卫,http://nb.58.com/ershoufang/33937752183628x.shtml,2017年建
3288,慈海北路47号,70年,118㎡,12203                    元/平,红星国际广场,毛坯,镇海,低层/共33层,骆驼,144万,"['05-02', '0人已浏览']",红星国际118平只售144万，房东急售，好房不等人,3室2厅2卫,http://nb.58.com/ershoufang/33761180041533x.shtml,2016年建
3289,慈海南路,40年,35.55㎡,9704                    元/平,万宝公馆,精装修,镇海,高层/共10层,骆驼,34.5万,"['04-24', '0人已浏览']",万宝公馆 骆驼街中心地段 包租包管5年 年租金总价百分之七,1室1厅1卫,http://nb.58.com/ershoufang/33325237950924x.shtml,2014年建
3290,镇海大道,40年,95㎡,10526                    元/平,世博花园,毛坯,镇海,高层/共17层,骆驼,100万,"['05-10', '0人已浏览']",急售，急售，毛坯公寓,7室2厅2卫,http://nb.58.com/ershoufang/34037036535241x.shtml,2017年建
3291,"镇海大道,慈海南路",70年,134.02㎡,16415                    元/平,绿城桂花园,毛坯,镇海,中层/共10层,骆驼,220万,"['满两年', '04-29', '0人已浏览']",绿城桂花园134平3室2厅2卫毛坯房，楼层好，小区环境优美。,3室2厅2卫,http://nb.58.com/ershoufang/33674923159595x.shtml,2008年建
3292,慈海南路,70年,50㎡,11600                    元/平,万宝公馆,毛坯,镇海,高层/共28层,骆驼,58万,"['唯一住房', '05-03', '0人已浏览']",万宝公馆 50平方 东南方向 四个窗户 售58万 可落户,1室1厅1卫,http://nb.58.com/ershoufang/33960197948603x.shtml,2015年建
3293,永平西路318号,70年,88㎡,16477                    元/平,保亿风景御园,毛坯,镇海,低层/共11层,骆驼,145万,"['满两年', '04-27', '0人已浏览']",风景御园三室二厅一卫，送车位，随时可以看房,3室2厅1卫,http://nb.58.com/ershoufang/33898227520847x.shtml,2015年建
3294,慈海北路47号,70年,118㎡,12288                    元/平,红星国际广场,毛坯,镇海,高层/共33层,骆驼,145万,"['满五唯一', '05-13', '0人已浏览']","红星国际广场三室二厅二卫,南北通透,首付100万。近地铁",3室2厅2卫,http://nb.58.com/ershoufang/34070961107536x.shtml,2017年建
3295,"骆兴西路,近西大河北路",70年,103㎡,15533                    元/平,骆兴家园一期,精装修,镇海,中层/共6层,骆驼,160万,"['满两年', '23小时前', '0人已浏览']",骆兴家园103平方米160万元,3室2厅2卫,http://nb.58.com/ershoufang/33741094276915x.shtml,2006年建
3296,通园北路199号,70年,89㎡,13033                    元/平,小骆花园,精装修,镇海,中层/共11层,骆驼,116万,"['满五唯一', '04-22', '0人已浏览']",小骆花园 户型好 3房 读镇海艺术实验小学,3室2厅1卫,http://nb.58.com/ershoufang/33587193315405x.shtml,2009年建
3297,路下徐村路,70年,73㎡,9041                    元/平,九龙家苑三期,毛坯,镇海,中层/共11层,骆驼,66万,"['05-13', '0人已浏览']",九龙家苑2室2厅1卫毛坯无营业税随时欢迎来电,2室2厅1卫,http://nb.58.com/ershoufang/33545604459973x.shtml,2017年建
3298,慈海北路47号,70年,88.9㎡,13498                    元/平,红星国际广场,毛坯,镇海,低层/共25层,骆驼,120万,"['05-11', '0人已浏览']",红星国际广场中层89平方毛坯房卖120万,3室2厅1卫,http://nb.58.com/ershoufang/34049251377102x.shtml,2018年建
3299,慈海南路,70年,50㎡,13000                    元/平,万宝公馆,精装修,镇海,中层/共28层,骆驼,65万,"['05-11', '0人已浏览']",万宝公寓50平精装家电全送房东诚心卖65万看房方便,1室1厅1卫,http://nb.58.com/ershoufang/34050332294864x.shtml,2016年建
3300,慈海南路,40年,110㎡,8454                    元/平,万宝公馆,精装修,镇海,中层/共10层,骆驼,93万,"['满二唯一', '05-06', '0人已浏览']",利时广场旁 瑞丰公馆精装修现房 超低总价 民用电 3号线旁,3室2厅1卫,http://nb.58.com/ershoufang/33995431456687x.shtml,2014年建
3301,永平西路333号,70年,170㎡,25000                    元/平,保利城3期,毛坯,镇海,共2层,骆驼,425万,"['05-03', '0人已浏览']",保利城3期别墅170平12层买425万房东送2个车位,4室3厅2卫,http://nb.58.com/ershoufang/33641977616328x.shtml,2015年建
3302,金悦路67号,70年,120㎡,12083                    元/平,金邑华庭,毛坯,镇海,中层/共18层,骆驼,145万,"['满两年', '05-07', '0人已浏览']",读骆驼中心小学！坐拥银泰城！周边日常配套齐全，交通方便！,3室2厅1卫,http://nb.58.com/ershoufang/31452395875408x.shtml,2010年建
3303,"镇海大道,慈海南路",70年,78㎡,14102                    元/平,骆城华苑,毛坯,镇海,中层/共18层,骆驼,110万,"['满两年', '04-28', '0人已浏览']",骆城华苑全新毛坯房，房东诚意出售，欢迎随时看房,2室2厅1卫,http://nb.58.com/ershoufang/33511151839543x.shtml,2015年建
